,tile_name,tile_path,tile_dimensions,NW_coordinates_lonlat_tile,SE_coordinates_lonlat_tile
1752,m_2809837_nw_14_060_20180517,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_2809837_nw_14_060_20180517.tif,"[11464, 11549, 4]","[-98.50187880331933, 28.501629166838484]","[-98.43561077810438, 28.43584891285173]"
1753,m_2809805_nw_14_060_20180517,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_2809805_nw_14_060_20180517.tif,"[11441, 11528, 4]","[-98.50184609009527, 29.001657817206798]","[-98.43556387352018, 28.93587586547443]"
1754,m_3809038_ne_15_060_20190828,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3809038_ne_15_060_20190828.tif,"[11762, 12311, 4]","[-90.31782676506808, 38.504213546430215]","[-90.24410920466525, 38.4337836335222]"
1755,m_4008959_sw_16_060_20190713,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4008959_sw_16_060_20190713.tif,"[11656, 12263, 4]","[-89.7561500551361, 40.0672524417006]","[-89.68091197952018, 39.99573884103973]"
1756,m_2709712_sw_14_060_20181210,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_2709712_sw_14_060_20181210.tif,"[11634, 11765, 4]","[-97.6273637419258, 27.81451040330124]","[-97.5601008270573, 27.747996505930843]"
1757,m_3512060_sw_10_060_20180913,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3512060_sw_10_060_20180913.tif,"[11520, 11827, 4]","[-120.62854196005259, 35.06516430235987]","[-120.55891000392117, 34.997339974381035]"
1758,m_3509643_se_14_060_20190811,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3509643_se_14_060_20190811.tif,"[12039, 12285, 4]","[-96.69215638975417, 35.316960355379926]","[-96.61978018704276, 35.246033562133434]"
1759,m_4007450_ne_18_060_20191014,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4007450_ne_18_060_20191014.tif,"[11121, 11420, 4]","[-74.81569684584822, 40.2528214543464]","[-74.74623301280779, 40.18517649214222]"
1760,m_3609729_ne_14_060_20190624,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3609729_ne_14_060_20190624.tif,"[11627, 11999, 4]","[-97.44165034017425, 36.62857279000125]","[-97.37028876845588, 36.55942379576906]"
1761,m_4107818_se_17_060_20190927,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4107818_se_17_060_20190927.tif,"[11652, 12108, 4]","[-78.81781057023227, 41.69196143528434]","[-78.744109467143, 41.621036222424586]"
1762,m_4810131_sw_14_060_20190714,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4810131_sw_14_060_20190714.tif,"[10564, 11318, 4]","[-101.2555479306499, 48.56554124350039]","[-101.18203908139594, 48.496929952993234]"
1763,m_3909443_nw_15_060_20180923,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3909443_nw_15_060_20180923.tif,"[11470, 11931, 4]","[-94.7551120715697, 39.3786770333154]","[-94.68245439502765, 39.3088270004352]"
1764,m_3108809_nw_16_060_20181028,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3108809_nw_16_060_20181028.tif,"[11511, 11717, 4]","[-89.00298961552969, 31.8773912307502]","[-88.9345375523552, 31.810142746016638]"
1765,m_3110235_ne_13_060_20180924,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3110235_ne_13_060_20180924.tif,"[11663, 11892, 4]","[-102.6906887562606, 31.50255721283811]","[-102.6217665179979, 31.43496229713551]"
1766,m_4108733_sw_16_060_20190809,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4108733_sw_16_060_20190809.tif,"[11301, 11725, 4]","[-88.00459293079541, 41.44125669577962]","[-87.93246893414023, 41.3717410729373]"
1767,m_4007317_ne_18_060_20190830,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4007317_ne_18_060_20190830.tif,"[11073, 11405, 4]","[-73.94090217228147, 40.75241295850444]","[-73.87155692963277, 40.68508653561719]"
1768,m_3211104_se_12_060_20190617,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3211104_se_12_060_20190617.tif,"[11776, 11815, 4]","[-111.56561555141802, 32.94097798662959]","[-111.49642980965206, 32.87202063862771]"
1769,m_4810154_ne_14_060_20190714,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4810154_ne_14_060_20190714.tif,"[10600, 11355, 4]","[-101.31807381591346, 48.25311951168016]","[-101.24446680488417, 48.184407101084815]"
1770,m_3109422_nw_15_060_20181201,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3109422_nw_15_060_20181201.tif,"[11419, 11579, 4]","[-94.37754164116113, 31.75206160241325]","[-94.30999328254647, 31.685446715674427]"
1771,m_3208726_se_16_060_20191109,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3208726_se_16_060_20191109.tif,"[11436, 11593, 4]","[-87.81519971146368, 32.5647342816185]","[-87.74735398008677, 32.497807440840816]"
1772,m_3709660_nw_14_060_20190718,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3709660_nw_14_060_20190718.tif,"[11760, 12388, 4]","[-96.6303834132224, 37.12904245839449]","[-96.5565486905488, 37.05895103158259]"
1773,m_4310420_se_13_060_20190913,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4310420_se_13_060_20190913.tif,"[10764, 11063, 4]","[-104.5654892243443, 43.689576583038]","[-104.49697003520623, 43.62290943128487]"
1774,m_4307857_se_17_060_20190906,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4307857_se_17_060_20190906.tif,"[11152, 11696, 4]","[-78.94213693303101, 43.065513864560714]","[-78.87030552937955, 42.997023742105185]"
1775,m_4010358_ne_13_060_20190913,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4010358_ne_13_060_20190913.tif,"[11136, 11475, 4]","[-103.81599149342422, 40.127481084525236]","[-103.74647557707979, 40.06001901998844]"
1776,m_3210330_ne_13_060_20180618,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3210330_ne_13_060_20180618.tif,"[11495, 11703, 4]","[-103.31533778725172, 32.62724823879421]","[-103.24710508189207, 32.560228351988215]"
1777,m_3610064_sw_14_060_20180918,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3610064_sw_14_060_20180918.tif,"[11147, 11348, 4]","[-100.12757551865708, 36.06446848775486]","[-100.05995080430145, 35.99804167307187]"
1778,m_3809231_sw_15_060_20181022,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3809231_sw_15_060_20181022.tif,"[11430, 11763, 4]","[-92.25411445654497, 38.56564085139049]","[-92.18332236378396, 38.49685298978824]"
1779,m_4407339_nw_18_060_20180914,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4407339_nw_18_060_20180914.tif,"[11272, 11924, 4]","[-73.25571485525876, 44.503731724929104]","[-73.1817049712774, 44.43376901400451]"
1780,m_3610104_sw_14_060_20190621,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3610104_sw_14_060_20190621.tif,"[11854, 12331, 4]","[-101.63060924127005, 36.94214658366599]","[-101.55644337156399, 36.87084990453979]"
1781,m_4409534_sw_15_060_20190808,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4409534_sw_15_060_20190808.tif,"[11330, 12149, 4]","[-95.88197990029003, 44.442349872192416]","[-95.8050879232818, 44.370641837328556]"
1782,m_4108622_se_16_060_20180708,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4108622_se_16_060_20180708.tif,"[11324, 11560, 4]","[-86.3162915455218, 41.691105870923785]","[-86.24563034199011, 41.62188735655495]"
1783,m_3308421_sw_16_060_20190912,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3308421_sw_16_060_20190912.tif,"[11754, 12072, 4]","[-84.50403258184114, 33.690633605985674]","[-84.43340515619047, 33.62186679845752]"
1784,m_3210201_sw_13_060_20181010,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3210201_sw_13_060_20181010.tif,"[11541, 11774, 4]","[-103.00306670469236, 32.93991177756738]","[-102.93436319235641, 32.87256797969456]"
1785,m_3109415_se_15_060_20181201,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3109415_se_15_060_20181201.tif,"[11383, 11542, 4]","[-94.18995530935847, 31.81447649464968]","[-94.12261569251679, 31.748064613626205]"
1786,m_4109029_sw_15_060_20190802,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4109029_sw_15_060_20190802.tif,"[11714, 12367, 4]","[-90.50610859098903, 41.56715863717651]","[-90.43080735066091, 41.4958337602589]"
1787,m_3608951_nw_16_060_20180803,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3608951_nw_16_060_20180803.tif,"[11735, 12355, 4]","[-89.75559628527824, 36.254205008808434]","[-89.68146030386075, 36.18378962869245]"
1788,m_3908010_sw_17_060_20180707,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3908010_sw_17_060_20180707.tif,"[11220, 11503, 4]","[-80.87861759430294, 39.815290543520064]","[-80.80881342510762, 39.747203865185654]"
1789,m_4609216_sw_15_060_20190928,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4609216_sw_15_060_20190928.tif,"[11000, 11571, 4]","[-92.1299871022737, 46.81622217928606]","[-92.0569269720539, 46.746767695942275]"
1790,m_3508047_nw_17_060_20181103,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3508047_nw_17_060_20181103.tif,"[11615, 11885, 4]","[-80.25390020317597, 35.37812653710799]","[-80.18354349827804, 35.30936831002244]"
1791,m_4007648_ne_18_060_20191019,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4007648_ne_18_060_20191019.tif,"[11216, 11619, 4]","[-76.06654090531987, 40.37827912079593]","[-75.99551243302163, 40.30971445245158]"
1792,m_3909417_ne_15_060_20180923,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3909417_ne_15_060_20180923.tif,"[11473, 11967, 4]","[-94.94282501068484, 39.75378621953419]","[-94.86973593383118, 39.683714525595924]"
1793,m_3110214_nw_13_060_20181026,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3110214_nw_13_060_20181026.tif,"[11706, 11967, 4]","[-102.37844919150834, 31.877719813413446]","[-102.30901810109205, 31.80980314006206]"
1794,m_3209546_ne_15_060_20181120,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3209546_ne_15_060_20181120.tif,"[11534, 11767, 4]","[-95.31574345145775, 32.37754031540704]","[-95.24680268619923, 32.30996477183009]"
1795,m_4108161_ne_17_060_20191012,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4108161_ne_17_060_20191012.tif,"[10874, 11121, 4]","[-81.44033386553697, 41.12703001556447]","[-81.3722752422399, 41.06048312607624]"
1796,m_3809503_se_15_060_20190719,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3809503_se_15_060_20190719.tif,"[11740, 12139, 4]","[-95.69293019073883, 38.94218470130688]","[-95.61912719497118, 38.87080775557311]"
1797,m_4209043_nw_15_060_20190801,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4209043_nw_15_060_20190801.tif,"[11420, 12220, 4]","[-90.75593775038566, 42.37901948751622]","[-90.68098460929671, 42.30897366395499]"
1798,m_4107219_se_18_060_20180930,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4107219_se_18_060_20180930.tif,"[11579, 12208, 4]","[-72.69342881967552, 41.691547266231076]","[-72.61900038367996, 41.62095396468634]"
1799,m_2709802_nw_14_060_20180531,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_2709802_nw_14_060_20180531.tif,"[11415, 11485, 4]","[-98.87663934226427, 28.001436917429075]","[-98.81084557241036, 27.93604418936285]"
1800,m_3807712_se_18_060_20181111,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3807712_se_18_060_20181111.tif,"[11729, 12109, 4]","[-77.56780012469282, 38.81711192803813]","[-77.49426220812593, 38.74588194079858]"
1801,m_3809023_sw_15_060_20181121,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3809023_sw_15_060_20181121.tif,"[11854, 12421, 4]","[-90.25593676343183, 38.691767229254424]","[-90.18150217791757, 38.620730744383195]"
1802,m_3908858_sw_16_060_20190713,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3908858_sw_16_060_20190713.tif,"[11595, 12062, 4]","[-88.88019928670269, 39.06674843269595]","[-88.80685733938789, 38.99624627390582]"
1803,m_4307058_ne_19_060_20180806,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4307058_ne_19_060_20180806.tif,"[11211, 11802, 4]","[-70.81810732225495, 43.128726304006186]","[-70.74446298885378, 43.05877011576561]"
1804,m_4307555_sw_18_060_20190805,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4307555_sw_18_060_20190805.tif,"[10723, 10960, 4]","[-75.25269912376278, 43.1894300864119]","[-75.18487005789265, 43.12306789604238]"
1805,m_3609724_sw_14_060_20190624,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3609724_sw_14_060_20190624.tif,"[11863, 12271, 4]","[-97.12994199800416, 36.691761288441846]","[-97.0569916481132, 36.6212366714568]"
1806,m_4709708_sw_14_060_20180901,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4709708_sw_14_060_20180901.tif,"[10670, 11285, 4]","[-97.1293179442236, 47.93996659959697]","[-97.05804289278488, 47.87257617742401]"
1807,m_4008148_se_17_060_20191014,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4008148_se_17_060_20191014.tif,"[10870, 11062, 4]","[-81.06491623297032, 40.31431142853427]","[-80.99762654890556, 40.24818977804156]"
1808,m_3908004_ne_17_060_20180701,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3908004_ne_17_060_20180701.tif,"[11274, 11601, 4]","[-80.56642975922519, 40.002966520534294]","[-80.49600758625118, 39.93452952433292]"
1809,m_3712114_sw_10_060_20180714,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3712114_sw_10_060_20180714.tif,"[11220, 11517, 4]","[-121.37816428100574, 37.81477749935611]","[-121.3093338095805, 37.74772217989451]"
1810,m_4609601_se_14_060_20181018,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4609601_se_14_060_20181018.tif,"[10779, 11392, 4]","[-96.94192819923977, 46.94007301966458]","[-96.87045798315823, 46.87244893144346]"
1811,m_4011109_sw_12_060_20180828,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4011109_sw_12_060_20180828.tif,"[10840, 11112, 4]","[-112.0027673912239, 40.81440396199794]","[-111.93477471558523, 40.74807576370368]"
1812,m_2808036_sw_17_060_20191130,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_2808036_sw_17_060_20191130.tif,"[11587, 11690, 4]","[-80.62727595354497, 28.43947723495689]","[-80.56019893225529, 28.372991276477784]"
1813,m_3309140_sw_15_060_20190903,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3309140_sw_15_060_20190903.tif,"[12034, 12355, 4]","[-91.12962761137027, 33.44171465308598]","[-91.05731441946959, 33.371280410076366]"
1814,m_3311815_nw_11_060_20180723,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3311815_nw_11_060_20180723.tif,"[11292, 11468, 4]","[-118.25257835910567, 33.87702544268621]","[-118.1849936504319, 33.81047805054917]"
1815,m_4107204_ne_18_060_20180816,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4107204_ne_18_060_20180816.tif,"[11588, 12248, 4]","[-72.56860142472287, 42.00412084669324]","[-72.49382825382911, 41.93337725796572]"
1816,m_4307552_sw_18_060_20190826,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4307552_sw_18_060_20190826.tif,"[10773, 11076, 4]","[-75.62809686201558, 43.18966789479257]","[-75.55942013021324, 43.12287008395963]"
1817,m_3510012_sw_14_060_20180922,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3510012_sw_14_060_20180922.tif,"[11239, 11492, 4]","[-100.6280177233808, 35.81472990598078]","[-100.55954275566589, 35.74776256743931]"
1818,m_3907630_sw_18_060_20180826,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3907630_sw_18_060_20180826.tif,"[11486, 11907, 4]","[-76.37978118953083, 39.566465835601846]","[-76.30727545830585, 39.49652393041801]"
1819,m_3409215_se_15_060_20190817,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3409215_se_15_060_20190817.tif,"[11759, 11856, 4]","[-92.19091485684069, 34.816153303890005]","[-92.1210288750421, 34.74683914328369]"
1820,m_3809031_nw_15_060_20181121,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3809031_nw_15_060_20181121.tif,"[11858, 12421, 4]","[-90.25592758317651, 38.62926583419668]","[-90.18151732387673, 38.55822860033858]"
1821,m_4109752_ne_14_060_20180709,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4109752_ne_14_060_20180709.tif,"[10986, 11337, 4]","[-97.56572666681099, 41.25217806770352]","[-97.49670682944375, 41.185295312456596]"
1822,m_4207148_ne_19_060_20181016,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4207148_ne_19_060_20181016.tif,"[11302, 11903, 4]","[-71.06827109194455, 42.378871564122576]","[-70.99429247168224, 42.308628547185556]"
1823,m_4309551_se_15_060_20190711,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4309551_se_15_060_20190711.tif,"[11424, 12002, 4]","[-95.69356160582034, 43.19221708174886]","[-95.61850653225483, 43.12077685965579]"
1824,m_3907644_sw_18_060_20181121,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3907644_sw_18_060_20181121.tif,"[11540, 11984, 4]","[-76.62998879362539, 39.31660735785433]","[-76.55706600037509, 39.24638653574675]"
1825,m_4309717_ne_14_060_20180915,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4309717_ne_14_060_20180915.tif,"[10759, 11100, 4]","[-97.94051178890653, 43.75198589696662]","[-97.8719208871329, 43.68550234698187]"
1826,m_2909559_se_15_060_20181210,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_2909559_se_15_060_20181210.tif,"[11755, 11947, 4]","[-95.69073754030428, 29.06514924937661]","[-95.62182282417949, 28.99734215299868]"
1827,m_4308962_se_16_060_20181004,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4308962_se_16_060_20181004.tif,"[11284, 11948, 4]","[-89.3186306487448, 43.06651711401705]","[-89.24394437680142, 42.99598181592237]"
1828,m_4710312_se_13_060_20190718,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4710312_se_13_060_20190718.tif,"[10716, 11294, 4]","[-103.5669616947414, 47.81514695535387]","[-103.49550037510271, 47.74734317956989]"
1829,m_3709722_nw_14_060_20190712,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3709722_nw_14_060_20190712.tif,"[11564, 12134, 4]","[-97.37980951366777, 37.753631137374796]","[-97.30712488168459, 37.68436117944012]"
1830,m_3110118_se_14_060_20190105,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3110118_se_14_060_20190105.tif,"[11645, 11895, 4]","[-101.81600473485351, 31.690254297274308]","[-101.74651496250172, 31.62222513052937]"
1831,m_3109630_ne_14_060_20181114,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3109630_ne_14_060_20181114.tif,"[11734, 11987, 4]","[-96.3159609346982, 31.627741157344456]","[-96.2464988200563, 31.55974524619033]"
1832,m_3411761_nw_11_060_20180822,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3411761_nw_11_060_20180822.tif,"[11153, 11285, 4]","[-117.50201788420263, 34.12660571428477]","[-117.43551785221105, 34.06088359830019]"
