,tile_name,tile_path,tile_dimensions,NW_coordinates_lonlat_tile,SE_coordinates_lonlat_tile
1650,m_4309114_ne_15_060_20180909,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4309114_ne_15_060_20180909.tif,"[11299, 11916, 4]","[-91.31806361472586, 43.87869232226207]","[-91.24436104650809, 43.80880632849586]"
1651,m_3509056_sw_15_060_20180803,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3509056_sw_15_060_20180803.tif,"[12155, 12609, 4]","[-90.1305922207845, 35.19228449928863]","[-90.05634259882353, 35.12070852329612]"
1652,m_3309744_ne_14_060_20181127,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3309744_ne_14_060_20181127.tif,"[11412, 11610, 4]","[-97.56522061835551, 33.37714767071637]","[-97.49727390169036, 33.310359835083155]"
1653,m_4207326_se_18_060_20190805,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4207326_se_18_060_20190805.tif,"[10993, 11381, 4]","[-73.81614363560477, 42.565004242550685]","[-73.7462672455158, 42.49751028122749]"
1654,m_3409605_se_14_060_20190811,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3409605_se_14_060_20190811.tif,"[12111, 12367, 4]","[-96.44231656715066, 34.942088876805464]","[-96.36962315578332, 34.87090035896149]"
1655,m_4007909_sw_17_060_20190918,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4007909_sw_17_060_20190918.tif,"[11428, 11846, 4]","[-80.00452787107939, 40.81628919694569]","[-79.93239447249482, 40.74670132479492]"
1656,m_3711315_sw_12_060_20180809,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3711315_sw_12_060_20180809.tif,"[11216, 11566, 4]","[-113.25368694898707, 37.815086774636754]","[-113.183890292841, 37.74740242542118]"
1657,m_4107804_nw_17_060_20190917,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4107804_nw_17_060_20190917.tif,"[11472, 12274, 4]","[-78.6310075358864, 42.00408961215858]","[-78.55591386555922, 41.93390306507776]"
1658,m_4812258_se_10_060_20191011,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4812258_se_10_060_20191011.tif,"[10422, 10749, 4]","[-122.81543452230977, 48.0644096446399]","[-122.74699543949447, 47.99805277061513]"
1659,m_3808823_nw_16_060_20190918,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3808823_nw_16_060_20190918.tif,"[11335, 11880, 4]","[-88.25456991829752, 38.753387012721184]","[-88.18248003738286, 38.68460456383771]"
1660,m_4409456_sw_15_060_20190806,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4409456_sw_15_060_20190806.tif,"[11122, 11641, 4]","[-94.12999544023498, 44.19133319174207]","[-94.05707480755373, 44.12166391716749]"
1661,m_3110615_nw_13_060_20190126,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3110615_nw_13_060_20190126.tif,"[11383, 11553, 4]","[-106.25247550834105, 31.87696763856172]","[-106.18504332729604, 31.810527793975997]"
1662,m_3809030_se_15_060_20190828,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3809030_se_15_060_20190828.tif,"[11946, 12344, 4]","[-90.31787353676859, 38.56721405075995]","[-90.2440567354696, 38.49577747200953]"
1663,m_4110450_se_13_060_20190824,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4110450_se_13_060_20190824.tif,"[10859, 11075, 4]","[-104.81504192451051, 41.189422845305316]","[-104.7473933240563, 41.123093740760275]"
1664,m_4107641_se_18_060_20190921,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4107641_se_18_060_20190921.tif,"[11461, 11853, 4]","[-76.9425168828295, 41.31677861798981]","[-76.86954041034741, 41.246215812164245]"
1665,m_3410603_ne_13_060_20180528,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3410603_ne_13_060_20180528.tif,"[11302, 11530, 4]","[-106.6904523310877, 35.002278413761246]","[-106.62204996571361, 34.93522878837374]"
1666,m_3311717_nw_11_060_20180723,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3311717_nw_11_060_20180723.tif,"[11264, 11420, 4]","[-118.0023959598904, 33.751905827757916]","[-117.93516604843826, 33.685594373805245]"
1667,m_4007450_se_18_060_20191014,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4007450_se_18_060_20191014.tif,"[11311, 11445, 4]","[-74.81569808631312, 40.19081843183531]","[-74.74623981750771, 40.122173463276326]"
1668,m_2909505_se_15_060_20181204,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_2909505_se_15_060_20181204.tif,"[11674, 11867, 4]","[-95.44063411887824, 29.940069686606492]","[-95.37191666360498, 29.872469917905608]"
1669,m_3807730_se_18_060_20181025,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3807730_se_18_060_20181025.tif,"[11709, 12050, 4]","[-77.31753517700643, 38.5669696045459]","[-77.244518780862, 38.49601965300975]"
1670,m_3209643_ne_14_060_20181114,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3209643_ne_14_060_20181114.tif,"[11621, 11868, 4]","[-96.69073132342734, 32.37754582246633]","[-96.62168792854911, 32.309939498333435]"
1671,m_4308819_ne_16_060_20180922,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4308819_ne_16_060_20180922.tif,"[11148, 11743, 4]","[-88.69305952197499, 43.75366060974477]","[-88.61951244533046, 43.68384036929539]"
1672,m_3908053_sw_17_060_20180707,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3908053_sw_17_060_20180707.tif,"[11338, 11656, 4]","[-80.50393192386694, 39.190501167918576]","[-80.43350419962664, 39.12199502379911]"
1673,m_3809016_ne_15_060_20190923,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3809016_ne_15_060_20190923.tif,"[11796, 12389, 4]","[-90.06810181779352, 38.879355662492365]","[-89.99382459315176, 38.80863400728978]"
1674,m_4108321_sw_17_060_20190825,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4108321_sw_17_060_20190825.tif,"[11135, 11673, 4]","[-83.50492071965091, 41.69070342282842]","[-83.43265960375669, 41.62177305405133]"
1675,m_4008505_sw_16_060_20180708,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4008505_sw_16_060_20180708.tif,"[11530, 12020, 4]","[-85.50503620339234, 40.941579611807185]","[-85.43188958303662, 40.87141509012642]"
1676,m_3009240_nw_15_060_20190706,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3009240_nw_15_060_20190706.tif,"[11797, 12162, 4]","[-92.12869564838334, 30.50315849092629]","[-92.05825574186761, 30.434832766293475]"
1677,m_3209041_ne_15_060_20190901,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3209041_ne_15_060_20190901.tif,"[11947, 12253, 4]","[-90.94164695481295, 32.37878270009629]","[-90.87029806186955, 32.30921578244187]"
1678,m_3308812_se_16_060_20181128,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3308812_se_16_060_20181128.tif,"[11345, 11540, 4]","[-88.56528090826468, 33.81469802040242]","[-88.49725751720761, 33.747824171008936]"
1679,m_2909016_ne_15_060_20190707,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_2909016_ne_15_060_20190707.tif,"[12225, 12520, 4]","[-90.06698781903765, 29.879161236086567]","[-89.99496620551604, 29.80883675300579]"
1680,m_4810262_nw_13_060_20180815,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4810262_nw_13_060_20180815.tif,"[10816, 11610, 4]","[-102.38031340757786, 48.12784390124356]","[-102.30710136394461, 48.05963921075397]"
1681,m_3311133_nw_12_060_20190614,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3311133_nw_12_060_20190614.tif,"[11617, 12033, 4]","[-112.00396982315372, 33.50321901600094]","[-111.93308117763804, 33.434781307697236]"
1682,m_4008261_sw_17_060_20191012,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4008261_sw_17_060_20191012.tif,"[11100, 11461, 4]","[-82.5037964000596, 40.06513708263857]","[-82.43382600883488, 39.99737081979362]"
1683,m_3209343_ne_15_060_20190813,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3209343_ne_15_060_20190813.tif,"[11641, 11851, 4]","[-93.69067436803842, 32.37803883123951]","[-93.6213652062928, 32.30995793311976]"
1684,m_3609447_ne_15_060_20190819,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3609447_ne_15_060_20190819.tif,"[11492, 11813, 4]","[-94.19131842441678, 36.378331597710165]","[-94.12072787161583, 36.309659396369526]"
1685,m_3709714_se_14_060_20190712,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3709714_se_14_060_20190712.tif,"[11773, 12030, 4]","[-97.31688994073001, 37.81665124321183]","[-97.2450466605299, 37.746342897171786]"
1686,m_3209513_nw_15_060_20181127,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3209513_nw_15_060_20181127.tif,"[11537, 11793, 4]","[-95.50344258984443, 32.87766312283423]","[-95.43415642085093, 32.809881131186586]"
1687,m_3209456_se_15_060_20181102,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3209456_se_15_060_20181102.tif,"[11345, 11492, 4]","[-94.06484067425572, 32.18937534954818]","[-93.99768943917779, 32.12308315472406]"
1688,m_4409534_nw_15_060_20190808,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4409534_nw_15_060_20190808.tif,"[11143, 12104, 4]","[-95.8819409938927, 44.50435411538679]","[-95.80512809249205, 44.433640296713236]"
1689,m_3509056_sw_15_060_20190815,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3509056_sw_15_060_20190815.tif,"[12155, 12609, 4]","[-90.1305922207845, 35.19228449928863]","[-90.05634259882353, 35.12070852329612]"
1690,m_2809615_se_14_060_20181126,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_2809615_se_14_060_20181126.tif,"[11862, 12063, 4]","[-96.19078287494878, 28.81520709410187]","[-96.1216904262448, 28.747265995272656]"
1691,m_3009059_se_15_060_20190831,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3009059_se_15_060_20190831.tif,"[12284, 12385, 4]","[-90.69162868791976, 30.066861744267207]","[-90.62032381081633, 29.996138407262887]"
1692,m_4007541_ne_18_060_20191005,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4007541_ne_18_060_20191005.tif,"[11197, 11585, 4]","[-75.94142335166053, 40.37820773270278]","[-75.87063368984363, 40.30978913345365]"
1693,m_2809839_se_14_060_20181103,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_2809839_se_14_060_20181103.tif,"[11515, 11624, 4]","[-98.18957181577426, 28.43925139696934]","[-98.1229088972123, 28.37321364042435]"
1694,m_4107123_sw_19_060_20180827,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4107123_sw_19_060_20180827.tif,"[11379, 11981, 4]","[-71.25587609028237, 41.69147391205557]","[-71.18169975444825, 41.62102496805552]"
1695,m_3208303_sw_17_060_20191102,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3208303_sw_17_060_20191102.tif,"[11717, 12033, 4]","[-83.75414379961762, 32.94071729099672]","[-83.68338222016664, 32.87181414398477]"
1696,m_3809403_sw_15_060_20190719,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3809403_sw_15_060_20190719.tif,"[11584, 12033, 4]","[-94.75506959810286, 38.941674866916664]","[-94.68198694638096, 38.871319451782455]"
1697,m_3809712_nw_14_060_20190713,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3809712_nw_14_060_20190713.tif,"[11443, 12016, 4]","[-97.62969291928653, 38.878496158776905]","[-97.55723858215075, 38.809497197020136]"
1698,m_3510052_ne_14_060_20180924,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3510052_ne_14_060_20180924.tif,"[11260, 11492, 4]","[-100.56538462887802, 35.2521923769119]","[-100.4971278741501, 35.18531370651926]"
1699,m_4209663_ne_14_060_20190828,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4209663_ne_14_060_20190828.tif,"[11576, 12295, 4]","[-96.19347513508225, 42.1293175657277]","[-96.1184483048877, 42.05867859065841]"
1700,m_4709708_nw_14_060_20180901,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4709708_nw_14_060_20180901.tif,"[10664, 11293, 4]","[-97.1293949678928, 48.00242997904847]","[-97.05802807002888, 47.935038442392184]"
1701,m_3710833_se_12_060_20190830,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3710833_se_12_060_20190830.tif,"[11483, 11850, 4]","[-108.94152549311563, 37.440469699143804]","[-108.87088967276635, 37.372021687560505]"
1702,m_4710315_ne_13_060_20180830,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4710315_ne_13_060_20180830.tif,"[10667, 11262, 4]","[-103.19175539481412, 47.8774272618826]","[-103.12064216927244, 47.81007146189791]"
1703,m_4010461_ne_13_060_20190912,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4010461_ne_13_060_20190912.tif,"[11017, 11256, 4]","[-104.44036310472967, 40.12716360963016]","[-104.37208557048884, 40.0603359492839]"
1704,m_3808745_ne_16_060_20180804,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3808745_ne_16_060_20180804.tif,"[11252, 11539, 4]","[-87.4408150400295, 38.377923111462586]","[-87.3712347309027, 38.31007356578867]"
1705,m_4311551_sw_11_060_20190727,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4311551_sw_11_060_20190727.tif,"[10959, 11385, 4]","[-115.75378432134127, 43.19001709084115]","[-115.68363453395328, 43.12249237455535]"
1706,m_2909007_se_15_060_20190707,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_2909007_se_15_060_20190707.tif,"[12385, 12512, 4]","[-90.19194542246655, 29.94210424863118]","[-90.1200047745139, 29.870893875020315]"
1707,m_3809743_ne_14_060_20190712,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3809743_ne_14_060_20190712.tif,"[11475, 11866, 4]","[-97.69159189675538, 38.378447587350685]","[-97.62034205339297, 38.309545716070424]"
1708,m_3807723_ne_18_060_20181025,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3807723_ne_18_060_20181025.tif,"[11493, 11981, 4]","[-77.19241918418992, 38.753901721848955]","[-77.11964056481682, 38.68408770733847]"
1709,m_3712133_se_10_060_20180725,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3712133_se_10_060_20180725.tif,"[11121, 11350, 4]","[-121.94009361189225, 37.43944725864982]","[-121.8723071379055, 37.37302857940648]"
1710,m_3210355_se_13_060_20180618,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3210355_se_13_060_20180618.tif,"[11540, 11740, 4]","[-103.19038671446006, 32.18982078213343]","[-103.12208955495754, 32.1226872167957]"
1711,m_3209720_nw_14_060_20181128,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3209720_nw_14_060_20181128.tif,"[11429, 11604, 4]","[-97.62758658993424, 32.752118435163894]","[-97.5598638601411, 32.685417120324985]"
1712,m_3707652_ne_18_060_20180830,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3707652_ne_18_060_20180830.tif,"[11495, 11874, 4]","[-76.56671142481463, 37.253541114458876]","[-76.4953414313133, 37.18444933434399]"
1713,m_3708460_nw_16_060_20181023,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3708460_nw_16_060_20181023.tif,"[11760, 12388, 4]","[-84.63038341322242, 37.12904245839449]","[-84.55654869054881, 37.058951031582595]"
1714,m_4310743_se_13_060_20190712,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4310743_se_13_060_20190712.tif,"[11037, 11660, 4]","[-107.69283442135755, 43.31580300873405]","[-107.6197953737315, 43.24666681098117]"
1715,m_4207639_sw_18_060_20190918,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4207639_sw_18_060_20190918.tif,"[10907, 11281, 4]","[-76.25369673355127, 42.44002279665195]","[-76.18388443875637, 42.37252520028376]"
1716,m_3210014_ne_14_060_20181113,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3210014_ne_14_060_20181113.tif,"[11352, 11527, 4]","[-100.31508951572702, 32.87703304470644]","[-100.2474826725136, 32.810452680545794]"
1717,m_4809420_nw_15_060_20190923,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4809420_nw_15_060_20190923.tif,"[10639, 11558, 4]","[-94.63115360489829, 48.75361760347921]","[-94.55592805611171, 48.68437390805725]"
1718,m_3009141_se_15_060_20190706,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3009141_se_15_060_20190706.tif,"[12036, 12070, 4]","[-91.94082002351796, 30.31624465564909]","[-91.87112937649805, 30.246750336576707]"
1719,m_3809031_ne_15_060_20181020,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3809031_ne_15_060_20181020.tif,"[11871, 12442, 4]","[-90.19348230014086, 38.6292996044792]","[-90.11895842262078, 38.55819612194859]"
1720,m_4107803_ne_17_060_20191005,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4107803_ne_17_060_20191005.tif,"[11269, 11812, 4]","[-78.69224656871519, 42.00313139197562]","[-78.62018319389584, 41.93438106537632]"
1721,m_4210752_ne_13_060_20190712,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4210752_ne_13_060_20190712.tif,"[11096, 11662, 4]","[-107.56750621381661, 42.253214579381684]","[-107.4950227295466, 42.18424928841386]"
1722,m_3808549_se_16_060_20180727,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3808549_se_16_060_20180727.tif,"[11618, 11816, 4]","[-85.94136634515608, 38.191303744034165]","[-85.87056406759991, 38.12168799639388]"
1723,m_4709833_ne_14_060_20180723,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4709833_ne_14_060_20180723.tif,"[10311, 10540, 4]","[-98.93962929047711, 47.501422979553745]","[-98.87280029749176, 47.43604610151228]"
1724,m_3509002_nw_15_060_20190820,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3509002_nw_15_060_20190820.tif,"[11769, 12337, 4]","[-90.88004818675556, 36.003890981049906]","[-90.80689008340529, 35.93410137662174]"
1725,m_3210355_nw_13_060_20180618,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3210355_nw_13_060_20180618.tif,"[11521, 11724, 4]","[-103.25285185643803, 32.25228695576241]","[-103.18461819526017, 32.18523485503999]"
1726,m_3509946_se_14_060_20190625,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3509946_se_14_060_20190625.tif,"[11603, 11660, 4]","[-99.31554395966688, 35.31585017480747]","[-99.24649962191047, 35.24714338977875]"
1727,m_4610009_ne_14_060_20180906,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4610009_ne_14_060_20180906.tif,"[10530, 11112, 4]","[-100.94183516242055, 46.87742178877322]","[-100.87075901380003, 46.8100686460475]"
1728,m_4007515_se_18_060_20191019,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4007515_se_18_060_20191019.tif,"[11247, 11385, 4]","[-75.19073775365361, 40.815783103548185]","[-75.12132230116553, 40.747209124394914]"
1729,m_3709722_sw_14_060_20190712,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3709722_sw_14_060_20190712.tif,"[11753, 12163, 4]","[-97.37982516475569, 37.69162933366744]","[-97.30710754431023, 37.62136313769022]"
1730,m_4309547_ne_15_060_20190806,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4309547_ne_15_060_20190806.tif,"[11159, 11814, 4]","[-95.19301760325256, 43.37893282332947]","[-95.11904739927827, 43.30906407399018]"
1731,m_3008824_se_16_060_20191115,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3008824_se_16_060_20191115.tif,"[11574, 11730, 4]","[-88.06530663433021, 30.689818390099042]","[-87.99723142102398, 30.62264860208702]"
1732,m_4712245_se_10_060_20191011,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4712245_se_10_060_20191011.tif,"[10548, 10935, 4]","[-122.4407989350783, 47.3146200618181]","[-122.37159899941953, 47.247869401365094]"
1733,m_2908917_sw_16_060_20190707,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_2908917_sw_16_060_20190707.tif,"[12329, 12619, 4]","[-90.00503909199176, 29.692178987724024]","[-89.93199725048514, 29.620815869789833]"
1734,m_3008136_sw_17_060_20191119,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3008136_sw_17_060_20191119.tif,"[11518, 11647, 4]","[-81.6275056564642, 30.43960115768973]","[-81.56002579620078, 30.37286875595061]"
1735,m_3009126_se_15_060_20190904,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3009126_se_15_060_20190904.tif,"[12048, 12093, 4]","[-91.81591711826023, 30.566309096365472]","[-91.74603197774825, 30.496684031219267]"
1736,m_3509737_se_14_060_20190711,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3509737_se_14_060_20190711.tif,"[11878, 12058, 4]","[-97.44156609849229, 35.441559509655185]","[-97.37037498320473, 35.371431212709815]"
1737,m_3509818_ne_14_060_20190627,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3509818_ne_14_060_20190627.tif,"[11393, 11618, 4]","[-98.81545912286578, 35.75281641267815]","[-98.74648277650446, 35.685176011735734]"
1738,m_3808543_ne_16_060_20180904,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3808543_ne_16_060_20180904.tif,"[11475, 11866, 4]","[-85.6915918967554, 38.378447587350685]","[-85.62034205339299, 38.309545716070424]"
1739,m_3110306_sw_13_060_20181106,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3110306_sw_13_060_20181106.tif,"[11514, 11703, 4]","[-103.37775819990867, 31.93973181789845]","[-103.30972637753904, 31.872798783293973]"
1740,m_2909310_sw_15_060_20190726,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_2909310_sw_15_060_20190726.tif,"[11980, 12162, 4]","[-93.87866967489919, 29.816124327147936]","[-93.8083635854402, 29.746870429801564]"
1741,m_3109245_nw_15_060_20190901,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3109245_nw_15_060_20190901.tif,"[11681, 12038, 4]","[-92.50349072514229, 31.377976128275044]","[-92.43345949573984, 31.31002192378717]"
1742,m_3609818_se_14_060_20190627,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3609818_se_14_060_20190627.tif,"[11525, 11596, 4]","[-98.81550521798573, 36.69082058145824]","[-98.74643483448827, 36.622173138644555]"
1743,m_2909845_nw_14_060_20181102,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_2909845_nw_14_060_20181102.tif,"[11412, 11519, 4]","[-98.50188909096968, 29.37661472476034]","[-98.43554925595248, 29.310891174023983]"
1744,m_3308133_sw_17_060_20191023,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3308133_sw_17_060_20191023.tif,"[11417, 11613, 4]","[-82.00292306322989, 33.43983290613699]","[-81.93464076051015, 33.372703146590965]"
1745,m_3907507_se_18_060_20190726,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3907507_se_18_060_20190726.tif,"[10919, 11120, 4]","[-75.19005906684764, 39.93941096560067]","[-75.12252864713248, 39.873101304439594]"
1746,m_4309207_nw_15_060_20190820,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4309207_nw_15_060_20190820.tif,"[10979, 11599, 4]","[-92.25454116384999, 44.003150386619524]","[-92.18237304240598, 43.934840191998696]"
1747,m_4308757_se_16_060_20180914,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4308757_se_16_060_20180914.tif,"[11097, 11554, 4]","[-87.94217477456849, 43.065722961126085]","[-87.87038939600916, 42.9967771842288]"
1748,m_4108248_se_17_060_20191009,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4108248_se_17_060_20191009.tif,"[10956, 11286, 4]","[-82.06595298213547, 41.31490687246792]","[-81.9966407191514, 41.24762146343022]"
1749,m_3411956_nw_11_060_20180724,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3411956_nw_11_060_20180724.tif,"[11403, 11658, 4]","[-119.12823385997952, 34.25247264852089]","[-119.05928794560705, 34.18503494450829]"
1750,m_3709722_ne_14_060_20190712,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_3709722_ne_14_060_20190712.tif,"[11590, 12006, 4]","[-97.31686348997923, 37.75365020371418]","[-97.2450697536874, 37.68434428035842]"
1751,m_4409105_se_15_060_20180908,//oit-nas-fe13dc.oit.duke.edu//data_commons-borsuk//complete_dataset\tiles\m_4409105_se_15_060_20180908.tif,"[11201, 11836, 4]","[-91.4430631517749, 44.94112332684966]","[-91.36936131368965, 44.87137591776181]"
